연도,월,시도명,시군구명,읍면동명,동리명,측정소명,수심,수온,수소이온농도,용존산소,생화학적산소요구량,화학적산소요구량,부유물질,총질소,총인 
2020,3,전라북도,익산시,성당면,부곡리,산북천,,9.3,7.6,10.6,6.5,12.3,38.8,6.938,0.46
2020,3,전라북도,익산시,망성면,무형리,마산천,,5.2,6.9,12,1.5,7,7,6.893,0.212
2020,3,전라북도,부안군,동진면,하장리,고부천2,,8.6,7,11.7,2.7,7.2,26.2,5.586,0.12
2020,3,전라북도,부안군,동진면,하장리,고부천3,,11.1,7.9,11.2,4,9.7,54.3,4.473,0.141
2020,3,전라북도,정읍시,영원면,앵성리,고부천1,,8.3,7,11.6,1.9,8.7,34.3,4.385,0.092
2020,3,전라북도,김제시,부량면,옥정리,동진강3,,10.9,8.1,11.5,2.7,6.7,11.5,3.81,0.07
2020,3,전라북도,정읍시,신태인읍,,동진강2,,8.9,7.6,11.9,0.6,2.4,7.7,2.743,0.027
2020,3,전라북도,정읍시,옹동면,산성리,동진강1,,8,7.6,12.1,0.4,1.7,2.8,2.393,0.015
2020,3,전라북도,정읍시,태인면,궁사리,용호천,,9.4,6.8,12.1,1.2,6.8,8,3.721,0.059
2020,3,전라북도,김제시,성덕면,남포리,신평천,,12.8,7.7,10.6,5.4,10.7,32.8,8.657,0.128
2020,3,전라북도,김제시,죽산면,대창리,원평천3,,10.6,8.3,12.1,4.7,9.6,33.5,3.713,0.104
2020,3,전라북도,김제시,봉남면,용신리,원평천1,,11.6,8.1,12.9,1.2,2.5,9.7,3.345,0.025
2020,3,전라북도,김제시,죽산면,죽산리,원평천2,,10.5,7.9,12,2.1,5,33.2,3.593,0.073
2020,3,전라북도,정읍시,공평동,,정읍천3,,9.4,7,11.1,0.8,3.2,9.8,2.497,0.023
2020,3,전라북도,정읍시,송산동,,정읍천1,,9.8,6.9,12.2,0.5,2.2,1.1,1.733,0.008
2020,3,전라북도,정읍시,연지동,,정읍천2,,8.9,6.7,12,0.8,2.7,3.3,2.11,0.012
2020,3,전라북도,정읍시,연지동,,천원천,,8.6,6.9,12,1,3.5,24,2.705,0.038
2020,3,전라북도,정읍시,이평면,하송리,정읍천4,,11.4,7.8,11,3.3,7.1,21.3,5.28,0.066
2020,3,전라북도,김제시,백구면,마산리,마산천,,9.1,8.6,11.5,4.1,9.7,43.3,7.277,0.212
2020,3,전라북도,완주군,삼례읍,,삼례,,10.7,7.5,11.5,1.2,3.6,11.1,5.58,0.061
2020,3,전라북도,익산시,춘포면,인수리,익산천1,,11.1,8.6,14.1,1.3,4.2,8.9,4.279,0.107
2020,3,전라북도,익산시,춘포면,인수리,익산천1.1,,11.1,8.5,13.7,0.8,3.8,8.2,3.983,0.086
2020,3,전라북도,군산시,대야면,광교리,탑천,,10.2,7.7,10.7,4.7,9.8,24.9,5.118,0.156
2020,3,전라북도,김제시,공덕면,동계리,용암천,,5.8,7.7,12.3,6.4,18.8,53.2,11.79,0.186
2020,3,전라북도,김제시,백구면,백구리,김제,,11.3,7.6,10.9,3.3,6.7,12.4,4.791,0.071
2020,3,전라북도,전주시완산구,평화동1가,,삼천1,,7.5,8,12.9,0.4,4.1,2.4,2.284,0.013
2020,3,전라북도,전주시완산구,효자동1가,,삼천11,,7.8,7.9,13.2,0.6,4.4,4.7,2.531,0.016
2020,3,전라북도,전주시완산구,효자동1가,,삼천2,,8.5,7.9,12.1,0.7,4.6,5.7,2.43,0.022
2020,3,전라북도,완주군,소양면,황운리,소양천1,,8.9,7.7,12,0.6,2.1,1.7,4.328,0.028
2020,3,전라북도,익산시,춘포면,용연리,익산천,,12.5,7.7,13.4,1.7,5.3,26.7,3.971,0.12
2020,3,전라북도,전주시덕진구,고랑동,,전주천6,,13.1,7.3,9.4,5.4,9.6,3.9,10.59,0.073
2020,3,전라북도,전주시덕진구,전미동1가,,전주,,9.1,7.8,12.3,1,4,3,3.134,0.036
2020,3,전라북도,전주시완산구,대성동,,전주천1,,8.5,8,13,0.2,2,1,3.814,0.008
2020,3,전라북도,완주군,고산면,성재리,고산,,8.6,7.8,12.5,0.4,3.1,3.9,3.567,0.006
2020,3,전라북도,완주군,용진읍,상삼리,소양천2,,8.7,7.7,13.3,0.7,2.7,1.5,5.076,0.018
2020,3,전라북도,무주군,무주읍,대차리,무주남대천1,,9.6,8.5,12,0.7,2.9,3,2.282,0.007
2020,3,전라북도,무주군,무주읍,읍내리,무주남대천,,8.4,8.6,11.9,0.5,2.5,1.8,2.113,0.004
2020,3,전라북도,무주군,무주읍,읍내리,무주남대천2,,7.2,8,14.1,0.7,2.5,1,2.216,0.013
2020,3,전라북도,부안군,상서면,청림리,백천내,,8.5,6.6,10.9,0.4,1.4,2.3,2.108,0.006
2020,3,전라북도,무주군,안성면,진도리,구량천,,4.9,8.4,15,0.5,2.3,1.2,2.529,0.014
2020,3,전라북도,진안군,정천면,월평리,정자천,,6.6,8.2,13.7,0.5,2.1,0.6,2.938,0.016
2020,3,전라북도,진안군,진안읍,운산리,진안천,,11.5,7.3,12.3,1.9,4.3,19.2,3.599,0.107
2020,3,전라북도,진안군,진안읍,가막리,가막,,6.6,8.2,14.4,0.9,3.9,1.3,3.419,0.026
2020,3,전라북도,무주군,무주읍,용포리,용포,,8.4,8.3,12.1,0.8,3.1,2.5,1.462,0.003
2020,3,전라북도,진안군,용담면,송풍리,용담,,7.9,7.7,13.1,0.6,4.4,1.3,1.476,0.012
2020,3,전라북도,남원시,운봉읍,,람천1,,7.7,8.7,13.3,0.9,2,3.4,2.988,0.029
2020,3,전라북도,남원시,운봉읍,,람천2,,6.9,8.3,12.2,0.5,1.5,2.6,1.625,0.012
2020,3,전라북도,임실군,관촌면,방수리,관촌,0,9.8,7.8,12.5,0.7,2.7,2,2.344,0.013
2020,3,전라북도,임실군,운암면,학암리,운암,,7.9,8.2,11.3,1,2.4,4.8,2.852,0.017
2020,3,전라북도,정읍시,산내면,매죽리,추령천,0,9,7.7,13.6,0.6,2.7,1.3,2.635,0.008
2020,3,전라북도,임실군,강진면,용수리,임실,0,7.7,7.6,13.5,0.6,4.3,3.4,1.675,0.008
2020,3,전라북도,순창군,동계면,구미리,동계,,9.8,7.8,11.8,0.2,1.4,3,1.787,0.008
2020,3,전라북도,순창군,구림면,안정리,치천,,9.2,7,13,0.4,2,2,2.155,0.011
2020,3,전라북도,남원시,대강면,풍산리,수홍천,,8,7,14,0.3,2.3,0.8,2.798,0.019
2020,3,전라북도,순창군,유등면,유촌리,옥택천,,8.1,7.1,13.2,0.4,2.6,0.9,2.315,0.019
2020,3,전라북도,순창군,적성면,고원리,적성,,10.5,7.8,10.8,0.7,2.8,3.8,1.859,0.009
2020,3,전라북도,남원시,대강면,월탄리,대강,0,10,7.7,12.3,0.7,3.9,3.2,1.977,0.018
2020,3,전라북도,장수군,산서면,사상리,오수천1,,8.5,7.2,13.9,0.3,2.4,1.6,2.452,0.013
2020,3,전라북도,남원시,덕과면,사율리,율천,,9.5,7.2,13.7,0.5,3.1,3.5,2.093,0.047
2020,3,전라북도,남원시,사매면,서도리,월평천,,9.5,7,14,1,3.3,3.5,3.121,0.034
2020,3,전라북도,순창군,동계면,서호리,오수천,0,10.3,8.1,12.7,0.7,3.8,3.1,2.07,0.02
2020,3,전라북도,임실군,삼계면,후천리,후곡천,,9.1,7.4,14.7,0.3,2.7,0.9,1.847,0.015
2020,3,전라북도,남원시,산동면,월석리,요천A,0,6.9,7.7,12.2,0.6,2.6,1,2.435,0.009
2020,3,전라북도,남원시,금지면,창산리,요천,,7.4,7.9,11.7,1.2,2.3,4.7,3.645,0.018
2020,3,전라북도,남원시,송동면,세전리,요천1,0,11.1,7.9,12.2,1,4.3,5.1,3.189,0.038
2020,3,전라북도,고창군,부안면,용산리,주진천1,,9.8,8.1,11.8,1.2,2.8,13.4,2.903,0.036
2020,3,전라북도,고창군,아산면,구암리,주진천,,8.4,7.9,11.4,1.4,2.7,10.8,3.525,0.035
2020,4,전라북도,진안군,진안읍,가막리,가막,,12.7,8.3,11.5,1.8,4.9,4.4,2.958,0.044
2020,4,전라북도,정읍시,영원면,앵성리,고부천1,,13.8,8.1,14.3,4,8.2,14.4,2.054,0.052
2020,4,전라북도,부안군,동진면,하장리,고부천2,,13.6,8.1,10,4,9.4,10.4,2.604,0.033
2020,4,전라북도,부안군,동진면,하장리,고부천3,,14.5,9,12.1,3.7,8.2,5.7,2.595,0.044
2020,4,전라북도,완주군,고산면,성재리,고산,,9.3,8.8,11.2,0.5,1.5,2.8,1.683,0.008
2020,4,전라북도,임실군,관촌면,방수리,관촌,0,13.6,7.6,11,0.7,3.5,2.4,1.733,0.014
2020,4,전라북도,무주군,안성면,진도리,구량천,,10.2,8.3,12.4,0.9,4,4.1,2.096,0.018
2020,4,전라북도,김제시,백구면,백구리,김제,,15,8.4,12.3,3.7,8.1,9.7,4.942,0.069
2020,4,전라북도,남원시,대강면,월탄리,대강,0,14.7,8.2,9.9,0.9,4.7,6.2,1.353,0.023
2020,4,전라북도,순창군,동계면,구미리,동계,,13.1,8.4,11.2,0.6,2.1,1.7,1.519,0.007
2020,4,전라북도,정읍시,옹동면,산성리,동진강1,,11.7,7.3,10.9,0.8,1.8,6.8,1.849,0.026
2020,4,전라북도,정읍시,신태인읍,,동진강2,,13.4,7.5,10.7,0.5,1.8,5.5,1.992,0.022
2020,4,전라북도,김제시,부량면,옥정리,동진강3,,14.3,8.9,13.2,4.3,8.5,11.4,3.081,0.056
2020,4,전라북도,남원시,운봉읍,,람천1,,14.6,8.8,11.1,1.4,2.3,4.9,2.27,0.025
2020,4,전라북도,남원시,운봉읍,,람천2,,13.2,8.6,11.3,0.5,1.5,3.6,1.221,0.017
2020,4,전라북도,익산시,망성면,무형리,마산천,,13.2,7.6,9.9,2.6,11.2,8.6,8.219,0.191
2020,4,전라북도,김제시,백구면,마산리,마산천,,13.3,8.6,13.4,5.4,14.9,35,5.79,0.243
2020,4,전라북도,무주군,무주읍,읍내리,무주남대천,,14.6,8.6,10.5,1.9,2.3,9.6,1.519,0.008
2020,4,전라북도,무주군,무주읍,대차리,무주남대천1,,15.3,9.1,11.7,1,2,4.2,1.571,0.011
2020,4,전라북도,무주군,무주읍,읍내리,무주남대천2,,13.8,8.4,13.2,1.5,4.3,3.1,1.521,0.019
2020,4,전라북도,부안군,상서면,청림리,백천내,,14,6.8,10.9,0.2,2.2,0.8,1.597,0.007
2020,4,전라북도,익산시,성당면,부곡리,산북천,,15.1,9.4,12.6,11,21.6,22,5.624,0.193
2020,4,전라북도,완주군,삼례읍,,삼례,,13.1,8.2,10.7,0.8,3.2,5.7,2.837,0.041
2020,4,전라북도,전주시완산구,평화동1가,,삼천1,,11.9,7.6,12.6,0.7,5.4,2.9,2.372,0.016
2020,4,전라북도,전주시완산구,효자동1가,,삼천11,,13.9,7.5,13.3,1.3,4.6,5,2.07,0.038
2020,4,전라북도,전주시완산구,효자동1가,,삼천2,,14,7.7,10.4,1.8,5.7,9.4,1.858,0.056
2020,4,전라북도,완주군,소양면,황운리,소양천1,,12.3,8.4,13.7,0.4,2.4,2.3,2.936,0.006
2020,4,전라북도,완주군,용진읍,상삼리,소양천2,,12.4,8.7,11.1,0.5,3,2.1,3.68,0.016
2020,4,전라북도,남원시,대강면,풍산리,수홍천,,10.7,7,13.8,0.5,2.9,2.8,2.087,0.029
2020,4,전라북도,김제시,성덕면,남포리,신평천,,13.5,9.2,14.9,7.5,13.3,55.8,4.102,0.107
2020,4,전라북도,순창군,동계면,서호리,오수천,0,15.4,8.7,11.4,1.2,4.9,5.5,1.417,0.03
2020,4,전라북도,장수군,산서면,사상리,오수천1,,11.4,7.5,12.1,0.7,3,2.1,1.895,0.026
2020,4,전라북도,순창군,유등면,유촌리,옥택천,,12.2,7.1,12.2,0.7,3,2.5,1.806,0.034
2020,4,전라북도,남원시,금지면,창산리,요천,,15.5,8.4,11.1,2.7,2.6,10.8,3.541,0.025
2020,4,전라북도,남원시,송동면,세전리,요천1,0,14.9,8,11.9,1.8,6.3,7,2.856,0.055
2020,4,전라북도,남원시,산동면,월석리,요천A,0,10.7,7.9,11,0.6,2.9,1.6,2.032,0.009
2020,4,전라북도,진안군,용담면,송풍리,용담,,12.4,7.9,10.6,0.8,4.3,0.9,1.286,0.01
2020,4,전라북도,김제시,공덕면,동계리,용암천,,10.7,8.3,10.6,5,17,37.3,6.719,0.229
2020,4,전라북도,무주군,무주읍,용포리,용포,,12.8,8.4,11,0.8,2.1,3.4,1.317,0.007
2020,4,전라북도,정읍시,태인면,궁사리,용호천,,12.4,8.3,13.4,2,7.9,9.2,2.873,0.132
2020,4,전라북도,임실군,운암면,학암리,운암,,14,8.2,11.4,1.4,2.5,6,1.925,0.02
2020,4,전라북도,김제시,봉남면,용신리,원평천1,,15.2,9.5,13.7,5.3,8.4,32.5,2.737,0.071
2020,4,전라북도,김제시,죽산면,죽산리,원평천2,,13.1,8.5,10.9,1.7,5,17.2,2.908,0.038
2020,4,전라북도,김제시,죽산면,대창리,원평천3,,14.2,8.5,12.5,4,8.4,11.5,2.463,0.048
2020,4,전라북도,남원시,사매면,서도리,월평천,,12.5,7.2,12.6,2.1,4.8,4.7,2.261,0.063
2020,4,전라북도,남원시,덕과면,사율리,율천,,13,7.3,12.5,1,3.9,4.8,1.731,0.084
2020,4,전라북도,익산시,춘포면,용연리,익산천,,12.8,7.7,10,1.8,4.7,14.7,3.014,0.118
2020,4,전라북도,익산시,춘포면,인수리,익산천1,,14.1,7.7,11.2,2,5.1,15.3,3.702,0.088
2020,4,전라북도,익산시,춘포면,인수리,익산천1.1,,13.3,8,10.9,1.6,4.7,10.8,4.207,0.084
2020,4,전라북도,임실군,강진면,용수리,임실,0,11.3,7.6,10.1,0.7,4.4,3.1,1.646,0.011
2020,4,전라북도,순창군,적성면,고원리,적성,,13,7.4,10.2,0.7,2.8,4.6,1.569,0.008
2020,4,전라북도,전주시덕진구,전미동1가,,전주,,13.5,7.8,11,1.3,5,3.1,1.57,0.063
2020,4,전라북도,전주시완산구,대성동,,전주천1,,10.5,7.5,13.2,0.2,1.7,0.8,2.347,0.011
2020,4,전라북도,전주시덕진구,고랑동,,전주천6,,17.7,7.3,9.1,5.8,12.5,5.3,12.272,0.092
2020,4,전라북도,정읍시,송산동,,정읍천1,,12.2,8.4,12.4,0.3,3.5,1.1,1.247,0.016
2020,4,전라북도,정읍시,연지동,,정읍천2,,14.5,8.1,12.1,0.9,4.6,8.7,1.437,0.022
2020,4,전라북도,정읍시,공평동,,정읍천3,,13.7,7.9,12.6,1,4.5,7.4,1.739,0.024
2020,4,전라북도,정읍시,이평면,하송리,정읍천4,,14,7.7,10.1,4.8,9,16,5.195,0.093
2020,4,전라북도,진안군,정천면,월평리,정자천,,12.2,8.1,11.5,0.8,4.1,3,1.667,0.011
2020,4,전라북도,고창군,아산면,구암리,주진천,,14.1,8.9,11.6,4.1,5.7,21.3,3.014,0.076
2020,4,전라북도,고창군,부안면,용산리,주진천1,,14.3,8.7,11.4,4.4,5.5,20.4,2.647,0.079
2020,4,전라북도,진안군,진안읍,운산리,진안천,,14.6,8,12.9,1.9,4,8,3.474,0.055
2020,4,전라북도,정읍시,연지동,,천원천,,15.3,7.8,11.5,1.2,4.9,11.6,1.933,0.034
2020,4,전라북도,정읍시,산내면,매죽리,추령천,0,13.7,7.8,10.7,0.8,3.2,2.3,2.676,0.012
2020,4,전라북도,순창군,구림면,안정리,치천,,10.7,7.1,12.3,0.6,2.7,3.3,1.768,0.02
2020,4,전라북도,군산시,대야면,광교리,탑천,,14.6,8.3,10.8,4.8,8.7,9.1,3.065,0.064
2020,4,전라북도,임실군,삼계면,후천리,후곡천,,13.6,7.6,12.9,0.6,3.8,2.2,1.661,0.03
2020,5,전라북도,진안군,진안읍,가막리,가막,,18.3,8,10.4,2.2,6.9,23.2,3.132,0.108
2020,5,전라북도,정읍시,영원면,앵성리,고부천1,,17.1,7.3,8.1,3.3,12.2,39,4.477,0.144
2020,5,전라북도,부안군,동진면,하장리,고부천2,,19,7.6,8.2,1.8,8.6,10.8,2.337,0.057
2020,5,전라북도,부안군,동진면,하장리,고부천3,,20.9,7.6,7.8,3.1,9.1,7.4,2.413,0.062
2020,5,전라북도,완주군,고산면,성재리,고산,,13.7,8,10.3,1.4,1.9,8.5,2.008,0.011
2020,5,전라북도,임실군,관촌면,방수리,관촌,0,20.2,7.7,10.5,1,5.1,9.1,2.062,0.042
2020,5,전라북도,무주군,안성면,진도리,구량천,,15.6,7.7,10.3,1.5,6,21.6,1.995,0.069
2020,5,전라북도,김제시,백구면,백구리,김제,,21.2,8.4,10.8,5.9,10.4,16.5,3.68,0.07
2020,5,전라북도,남원시,대강면,월탄리,대강,0,21.1,7.6,9.8,1.3,6.2,10.7,1.624,0.041
2020,5,전라북도,순창군,동계면,구미리,동계,,21,7.4,8.5,0.5,2.6,9.2,1.831,0.019
2020,5,전라북도,정읍시,옹동면,산성리,동진강1,,12.8,8.5,10.4,0.8,2.1,6.3,1.904,0.011
2020,5,전라북도,정읍시,신태인읍,,동진강2,,17.8,7.8,8.4,2,7.7,64.4,2.491,0.113
2020,5,전라북도,김제시,부량면,옥정리,동진강3,,19.6,7.9,9.5,4.4,9.2,23.8,2.844,0.084
2020,5,전라북도,남원시,운봉읍,,람천1,,19.3,7.7,8.9,2.9,5.1,28.1,3.443,0.107
2020,5,전라북도,남원시,운봉읍,,람천2,,16.8,7.8,9.4,1.1,3.9,9.5,1.38,0.038
2020,5,전라북도,익산시,망성면,무형리,마산천,,19.7,7,7.2,4.9,13.9,21.1,6.628,0.372
2020,5,전라북도,김제시,백구면,마산리,마산천,,20.5,9.2,13.6,7.5,13.1,29.3,2.999,0.071
2020,5,전라북도,무주군,무주읍,읍내리,무주남대천,,22.4,8.2,9.1,0.8,2.3,4.2,1.228,0.014
2020,5,전라북도,무주군,무주읍,대차리,무주남대천1,,23.6,8.4,9.8,1,2.5,9.1,1.222,0.016
2020,5,전라북도,무주군,무주읍,읍내리,무주남대천2,,19.4,8.1,10.7,1.6,5.1,5,1.138,0.023
2020,5,전라북도,부안군,상서면,청림리,백천내,,19.5,6.9,9.6,0.8,2.6,1,1.878,0.008
2020,5,전라북도,익산시,성당면,부곡리,산북천,,20.6,8.2,10.4,7.8,14.8,18.8,3.491,0.103
2020,5,전라북도,완주군,삼례읍,,삼례,,18.4,7.5,9.1,3.2,5.5,10.2,5.369,0.034
2020,5,전라북도,전주시완산구,평화동1가,,삼천1,,18.2,7.6,9.7,1.8,5,11.2,1.781,0.052
2020,5,전라북도,전주시완산구,효자동1가,,삼천11,,19.7,7.8,9.8,1.3,6.8,22.8,1.76,0.063
2020,5,전라북도,전주시완산구,효자동1가,,삼천2,,20.6,8,9.3,1.7,6.2,12.2,1.701,0.064
2020,5,전라북도,완주군,소양면,황운리,소양천1,,16.7,8,9.9,0.8,3.2,4,2.209,0.031
2020,5,전라북도,완주군,용진읍,상삼리,소양천2,,20.1,8,10.1,1.4,4.1,5.9,2.478,0.041
2020,5,전라북도,남원시,대강면,풍산리,수홍천,,16.7,6.8,8.8,2.1,7.1,8.3,2.124,0.065
2020,5,전라북도,김제시,성덕면,남포리,신평천,,19,7.9,8.8,3.5,9.7,37.7,3.205,0.047
2020,5,전라북도,순창군,동계면,서호리,오수천,0,22.3,8.2,10.8,2.2,7.7,9.4,1.584,0.055
2020,5,전라북도,장수군,산서면,사상리,오수천1,,17.9,6.9,10.6,1.5,4.7,10.7,1.382,0.077
2020,5,전라북도,순창군,유등면,유촌리,옥택천,,17.9,6.9,9.4,1.8,6.8,13.6,2.062,0.081
2020,5,전라북도,남원시,금지면,창산리,요천,,20.9,8.1,9.4,2.3,7,12.6,2.583,0.05
2020,5,전라북도,남원시,송동면,세전리,요천1,0,21.8,7.6,10.3,2.2,7.8,8.5,2.273,0.091
2020,5,전라북도,남원시,산동면,월석리,요천A,0,16.4,7.8,10.7,0.8,3.4,4.1,1.683,0.026
2020,5,전라북도,진안군,용담면,송풍리,용담,,16.3,7.8,10.9,0.5,4.2,1.1,1.304,0.012
2020,5,전라북도,김제시,공덕면,동계리,용암천,,21.3,8.8,12.5,14.8,23.4,25.3,5.063,0.107
2020,5,전라북도,무주군,무주읍,용포리,용포,,21.6,8.2,9.4,1,2.6,4.9,1.366,0.012
2020,5,전라북도,정읍시,태인면,궁사리,용호천,,16.8,7.6,7.6,2.6,11.4,25.2,3.465,0.135
2020,5,전라북도,임실군,운암면,학암리,운암,,22.5,7.9,10.2,1.4,3,6.5,1.976,0.027
2020,5,전라북도,김제시,봉남면,용신리,원평천1,,20.8,7.9,10,6.4,9.7,38.2,2.401,0.046
2020,5,전라북도,김제시,죽산면,죽산리,원평천2,,19.4,8.1,9.7,3,8.2,18,1.916,0.042
2020,5,전라북도,김제시,죽산면,대창리,원평천3,,20.6,8.5,10.1,4.4,9.9,13.1,1.958,0.054
2020,5,전라북도,남원시,사매면,서도리,월평천,,18.5,6.8,11.2,2,5.6,8.5,1.571,0.088
2020,5,전라북도,남원시,덕과면,사율리,율천,,20.2,6.9,10.9,2.1,6.1,11.2,1.115,0.095
2020,5,전라북도,익산시,춘포면,용연리,익산천,,18,7.8,9.2,2.9,6.7,13.1,2.193,0.04
2020,5,전라북도,익산시,춘포면,인수리,익산천1,,19.8,7.5,8.7,4.9,8.1,26.8,3.267,0.119
2020,5,전라북도,익산시,춘포면,인수리,익산천1.1,,19.5,7.5,7,4.1,5.8,26.1,2.942,0.09
2020,5,전라북도,임실군,강진면,용수리,임실,0,18.1,7.6,9.6,0.7,4.3,1.2,1.579,0.012
2020,5,전라북도,순창군,적성면,고원리,적성,,20.3,7.6,8.2,1.2,3,7.5,1.654,0.016
2020,5,전라북도,전주시덕진구,전미동1가,,전주,,19.6,8,10,1.4,5.5,4.7,1.59,0.064
2020,5,전라북도,전주시완산구,대성동,,전주천1,,16.9,8.2,10.9,0.4,2.1,1.2,1.801,0.011
2020,5,전라북도,전주시덕진구,고랑동,,전주천6,,21.6,7.3,8.9,4.8,14.8,5.3,12.081,0.089
2020,5,전라북도,정읍시,송산동,,정읍천1,,18.2,7.8,9.8,0.7,3.6,4.2,1.29,0.025
2020,5,전라북도,정읍시,연지동,,정읍천2,,20.6,8.2,8.7,1.4,4.9,10.8,2.03,0.079
2020,5,전라북도,정읍시,공평동,,정읍천3,,18.7,7.7,9,1.7,6,8,1.704,0.046
2020,5,전라북도,정읍시,이평면,하송리,정읍천4,,18.6,7.6,8.7,3.5,9.6,31,3.538,0.112
2020,5,전라북도,진안군,정천면,월평리,정자천,,17.1,7.6,9.9,0.9,4.3,5.3,1.786,0.02
2020,5,전라북도,고창군,아산면,구암리,주진천,,19.7,8.7,11.4,3.4,8.1,61.9,3.644,0.129
2020,5,전라북도,고창군,부안면,용산리,주진천1,,19.9,8.6,11.8,3.2,4.8,54.4,3.123,0.096
2020,5,전라북도,진안군,진안읍,운산리,진안천,,20.3,7.7,10.5,1,4.2,11.6,3.642,0.072
2020,5,전라북도,정읍시,연지동,,천원천,,20,7.5,9.4,2.4,8.5,9,2.305,0.075
2020,5,전라북도,정읍시,산내면,매죽리,추령천,0,20,7.7,11.1,1.2,4.2,9.1,3.426,0.028
2020,5,전라북도,순창군,구림면,안정리,치천,,18.2,7.1,10.3,1.2,4.1,8.1,2.454,0.041
2020,5,전라북도,군산시,대야면,광교리,탑천,,20.4,7.8,8.1,6,12.3,14.2,3.523,0.082
2020,5,전라북도,임실군,삼계면,후천리,후곡천,,21.2,7.1,10.8,1.7,5.9,5.6,1.677,0.079
2020,6,전라북도,진안군,진안읍,가막리,가막,,22.4,7.7,9.7,1.6,6.5,14.1,3.29,0.114
2020,6,전라북도,정읍시,영원면,앵성리,고부천1,,23.7,8.3,9.1,5.5,12.1,13.4,2.973,0.055
2020,6,전라북도,부안군,동진면,하장리,고부천2,,23.2,7.8,8.6,4.6,11.4,10.8,2.845,0.051
2020,6,전라북도,부안군,동진면,하장리,고부천3,,24.8,7.7,7.5,5.3,13.1,10.8,3.01,0.113
2020,6,전라북도,완주군,고산면,성재리,고산,,15,8,9.7,1.2,2.6,4.3,1.932,0.008
2020,6,전라북도,임실군,관촌면,방수리,관촌,0,24.9,7.3,8.8,1.1,5,4.1,1.95,0.031
2020,6,전라북도,무주군,안성면,진도리,구량천,,19.5,7.3,9.9,1.1,5.5,9.6,1.958,0.058
2020,6,전라북도,김제시,백구면,백구리,김제,,24.7,7.9,9,4,9.2,20.1,3.859,0.114
2020,6,전라북도,남원시,대강면,월탄리,대강,0,26,7.8,8.4,1.2,7.7,11.4,1.688,0.06
2020,6,전라북도,순창군,동계면,구미리,동계,,24,7.4,8.1,0.3,6.1,12,2.828,0.043
2020,6,전라북도,정읍시,옹동면,산성리,동진강1,,18.6,8.1,8.9,0.3,4.1,4,1.924,0.015
2020,6,전라북도,정읍시,신태인읍,,동진강2,,24.7,7.7,8.4,1.2,10.7,25.8,2.976,0.087
2020,6,전라북도,김제시,부량면,옥정리,동진강3,,23.9,7.7,8.2,4.2,10.5,23.4,2.926,0.139
2020,6,전라북도,남원시,운봉읍,,람천1,,27.8,8.2,8.8,2.4,6.4,10.4,2.208,0.079
2020,6,전라북도,남원시,운봉읍,,람천2,,26.6,8.3,8.3,1.6,3.4,5,1.633,0.047
2020,6,전라북도,익산시,망성면,무형리,마산천,,24.9,7.4,9.8,6.2,14,11.9,5.099,0.305
2020,6,전라북도,김제시,백구면,마산리,마산천,,24.2,8.5,10.2,5.1,11.5,24,3.39,0.069
2020,6,전라북도,무주군,무주읍,읍내리,무주남대천,,28.9,8.5,9.3,0.9,2,2.6,0.92,0.014
2020,6,전라북도,무주군,무주읍,대차리,무주남대천1,,28.8,8.5,9.9,0.9,2.6,6.8,1.002,0.022
2020,6,전라북도,무주군,무주읍,읍내리,무주남대천2,,23.5,7.7,10.3,1.3,5.2,6.1,1.46,0.038
2020,6,전라북도,부안군,상서면,청림리,백천내,,16.5,6.8,9.1,0.8,1.6,1.8,1.576,0.008
2020,6,전라북도,익산시,성당면,부곡리,산북천,,25.5,7.8,8.8,6.6,14.6,16.9,3.203,0.148
2020,6,전라북도,완주군,삼례읍,,삼례,,22.1,7.9,8.3,3.3,5.4,10.5,4.985,0.046
2020,6,전라북도,전주시완산구,평화동1가,,삼천1,,20.4,7.5,8.9,2.1,5.8,10.2,2.11,0.1
2020,6,전라북도,전주시완산구,효자동1가,,삼천11,,22.1,7.6,8.7,2.8,8.7,27.4,2.509,0.097
2020,6,전라북도,전주시완산구,효자동1가,,삼천2,,23.5,7.8,8.9,1.9,7.9,17.6,2.365,0.126
2020,6,전라북도,완주군,소양면,황운리,소양천1,,20.3,7.8,9.3,1.3,3.4,5.5,1.245,0.021
2020,6,전라북도,완주군,용진읍,상삼리,소양천2,,22.8,7.8,9.1,3.1,6.1,13,2.209,0.039
2020,6,전라북도,남원시,대강면,풍산리,수홍천,,22.5,7,8.2,1.8,8.6,11.1,2.193,0.075
2020,6,전라북도,김제시,성덕면,남포리,신평천,,26.3,8.1,8.4,1.7,5.7,15.6,2.424,0.038
2020,6,전라북도,순창군,동계면,서호리,오수천,0,26,7.9,9.1,1.9,10,13.7,1.882,0.091
2020,6,전라북도,장수군,산서면,사상리,오수천1,,22.8,6.9,8.5,2,8.6,16.4,2.526,0.127
2020,6,전라북도,순창군,유등면,유촌리,옥택천,,23.3,7,8.3,1.5,8,9.4,1.971,0.076
2020,6,전라북도,남원시,금지면,창산리,요천,,27.8,7.8,8.2,0.5,3.5,10.2,2.403,0.068
2020,6,전라북도,남원시,송동면,세전리,요천1,0,25.1,7.1,8.7,1.7,7.6,9.1,2.182,0.11
